C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_055.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_055.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_055.jpg,0,0,0,2.840981
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_136.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_136.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_136.jpg,0,0,0,2.818157
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_217.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_217.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_217.jpg,0,0,0,2.795518
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_286.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_286.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_286.jpg,0,0,0,2.773059
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_357.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_357.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_357.jpg,0,0,0,2.756334
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_426.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_426.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_426.jpg,0,0,0,2.734191
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_493.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_493.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_493.jpg,0,0,0,2.717701
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_568.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_568.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_568.jpg,0,0,0,2.695868
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_657.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_657.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_657.jpg,0,0,0,2.674211
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_750.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_750.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_750.jpg,0,0,0,2.647384
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_820.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_820.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_820.jpg,0,0,0,2.626116
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_890.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_890.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_890.jpg,0,0,0,2.610278
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_31_965.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_31_965.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_31_965.jpg,-0.2,0.220689,0,2.728791
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_030.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_030.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_030.jpg,-0.35,0.4211478,0,2.996455
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_107.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_107.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_107.jpg,-0.5500001,0.6520464,0,3.525763
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_178.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_178.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_178.jpg,0,0.8614098,0,4.052081
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_251.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_251.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_251.jpg,0,1,0,4.966978
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_319.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_319.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_319.jpg,0,1,0,5.892955
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_416.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_416.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_416.jpg,-0.05,1,0,6.811352
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_503.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_503.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_503.jpg,-0.3,1,0,7.928976
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_572.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_572.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_572.jpg,-0.45,1,0,8.57641
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_667.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_667.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_667.jpg,-0.7,1,0,9.611634
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_777.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_777.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_777.jpg,0,1,0,10.649
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_847.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_847.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_847.jpg,0,1,0,11.62547
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_32_947.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_32_947.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_32_947.jpg,0,1,0,12.60012
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_33_053.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_33_053.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_33_053.jpg,0,1,0,13.78788
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_33_144.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_33_144.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_33_144.jpg,-0.1,1,0,14.6581
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_33_221.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_33_221.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_33_221.jpg,-0.3,1,0,15.45735
C:\Users\asus\Desktop\Self Driven Car Data\IMG\center_2019_12_20_11_21_33_312.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\left_2019_12_20_11_21_33_312.jpg,C:\Users\asus\Desktop\Self Driven Car Data\IMG\right_2019_12_20_11_21_33_312.jpg,-0.5000001,1,0,16.24947
